ServiceLifecycleDispatcher,android.arch.lifecycle.ServiceLifecycleDispatcher,androidx.lifecycle.ServiceLifecycleDispatcher,Android.Arch.Lifecycle.ServiceLifecycleDispatcher,AndroidX.Lifecycle.ServiceLifecycleDispatcher,Android.Arch.Lifecycle,AndroidX.Lifecycle
SingleGeneratedAdapterObserver,android.arch.lifecycle.SingleGeneratedAdapterObserver,androidx.lifecycle.SingleGeneratedAdapterObserver,Android.Arch.Lifecycle.SingleGeneratedAdapterObserver,AndroidX.Lifecycle.SingleGeneratedAdapterObserver,Android.Arch.Lifecycle,AndroidX.Lifecycle
TransformationKt,android.arch.lifecycle.TransformationKt,androidx.lifecycle.TransformationKt,,,,
Transformations,android.arch.lifecycle.Transformations,androidx.lifecycle.Transformations,Android.Arch.Lifecycle.Transformations,AndroidX.Lifecycle.Transformations,Android.Arch.Lifecycle,AndroidX.Lifecycle
Validator,android.arch.lifecycle.Validator,androidx.lifecycle.Validator,,,,
ViewModel,android.arch.lifecycle.ViewModel,androidx.lifecycle.ViewModel,Android.Arch.Lifecycle.ViewModel,AndroidX.Lifecycle.ViewModel,Android.Arch.Lifecycle,AndroidX.Lifecycle
ViewModelProvider,android.arch.lifecycle.ViewModelProvider,androidx.lifecycle.ViewModelProvider,Android.Arch.Lifecycle.ViewModelProvider,AndroidX.Lifecycle.ViewModelProvider,Android.Arch.Lifecycle,AndroidX.Lifecycle
ViewModelProviders,android.arch.lifecycle.ViewModelProviders,androidx.lifecycle.ViewModelProviders,Android.Arch.Lifecycle.ViewModelProviders,AndroidX.Lifecycle.ViewModelProviders,Android.Arch.Lifecycle,AndroidX.Lifecycle
ViewModelStore,android.arch.lifecycle.ViewModelStore,androidx.lifecycle.ViewModelStore,Android.Arch.Lifecycle.ViewModelStore,AndroidX.Lifecycle.ViewModelStore,Android.Arch.Lifecycle,AndroidX.Lifecycle
ViewModelStoreOwner,android.arch.lifecycle.ViewModelStoreOwner,androidx.lifecycle.ViewModelStoreOwner,,,,
ViewModelStores,android.arch.lifecycle.ViewModelStores,androidx.lifecycle.ViewModelStores,Android.Arch.Lifecycle.ViewModelStores,AndroidX.Lifecycle.ViewModelStores,Android.Arch.Lifecycle,AndroidX.Lifecycle
WriterKt,android.arch.lifecycle.WriterKt,androidx.lifecycle.WriterKt,,,,
AsyncPagedListDiffer,android.arch.paging.AsyncPagedListDiffer,androidx.paging.AsyncPagedListDiffer,,,,
ContiguousDataSource,android.arch.paging.ContiguousDataSource,androidx.paging.ContiguousDataSource,,,,
ContiguousPagedList,android.arch.paging.ContiguousPagedList,androidx.paging.ContiguousPagedList,,,,
DataSource,android.arch.paging.DataSource,androidx.paging.DataSource,,,,
ItemKeyedDataSource,android.arch.paging.ItemKeyedDataSource,androidx.paging.ItemKeyedDataSource,,,,
ListDataSource,android.arch.paging.ListDataSource,androidx.paging.ListDataSource,,,,
LivePagedListBuilder,android.arch.paging.LivePagedListBuilder,androidx.paging.LivePagedListBuilder,,,,
LivePagedListProvider,android.arch.paging.LivePagedListProvider,androidx.paging.LivePagedListProvider,,,,
PagedList,android.arch.paging.PagedList,androidx.paging.PagedList,,,,
PagedListAdapter,android.arch.paging.PagedListAdapter,androidx.paging.PagedListAdapter,,,,
PagedStorage,android.arch.paging.PagedStorage,androidx.paging.PagedStorage,,,,
PagedStorageDiffHelper,android.arch.paging.PagedStorageDiffHelper,androidx.paging.PagedStorageDiffHelper,,,,
PageKeyedDataSource,android.arch.paging.PageKeyedDataSource,androidx.paging.PageKeyedDataSource,,,,
PageResult,android.arch.paging.PageResult,androidx.paging.PageResult,,,,
PositionalDataSource,android.arch.paging.PositionalDataSource,androidx.paging.PositionalDataSource,,,,
SnapshotPagedList,android.arch.paging.SnapshotPagedList,androidx.paging.SnapshotPagedList,,,,
TiledDataSource,android.arch.paging.TiledDataSource,androidx.paging.TiledDataSource,,,,
TiledPagedList,android.arch.paging.TiledPagedList,androidx.paging.TiledPagedList,,,,
WrapperItemKeyedDataSource,android.arch.paging.WrapperItemKeyedDataSource,androidx.paging.WrapperItemKeyedDataSource,,,,
WrapperPageKeyedDataSource,android.arch.paging.WrapperPageKeyedDataSource,androidx.paging.WrapperPageKeyedDataSource,,,,
WrapperPositionalDataSource,android.arch.paging.WrapperPositionalDataSource,androidx.paging.WrapperPositionalDataSource,,,,
FrameworkSQLiteDatabase,android.arch.persistence.db.framework.FrameworkSQLiteDatabase,androidx.sqlite.db.framework.FrameworkSQLiteDatabase,,,,
FrameworkSQLiteOpenHelper,android.arch.persistence.db.framework.FrameworkSQLiteOpenHelper,androidx.sqlite.db.framework.FrameworkSQLiteOpenHelper,,,,
FrameworkSQLiteOpenHelperFactory,android.arch.persistence.db.framework.FrameworkSQLiteOpenHelperFactory,androidx.sqlite.db.framework.FrameworkSQLiteOpenHelperFactory,,,,
FrameworkSQLiteProgram,android.arch.persistence.db.framework.FrameworkSQLiteProgram,androidx.sqlite.db.framework.FrameworkSQLiteProgram,,,,
FrameworkSQLiteStatement,android.arch.persistence.db.framework.FrameworkSQLiteStatement,androidx.sqlite.db.framework.FrameworkSQLiteStatement,,,,
SimpleSQLiteQuery,android.arch.persistence.db.SimpleSQLiteQuery,androidx.sqlite.db.SimpleSQLiteQuery,,,,
SupportSQLiteDatabase,android.arch.persistence.db.SupportSQLiteDatabase,androidx.sqlite.db.SupportSQLiteDatabase,,,,
SupportSQLiteOpenHelper,android.arch.persistence.db.SupportSQLiteOpenHelper,androidx.sqlite.db.SupportSQLiteOpenHelper,,,,
SupportSQLiteProgram,android.arch.persistence.db.SupportSQLiteProgram,androidx.sqlite.db.SupportSQLiteProgram,,,,
SupportSQLiteQuery,android.arch.persistence.db.SupportSQLiteQuery,androidx.sqlite.db.SupportSQLiteQuery,,,,
SupportSQLiteQueryBuilder,android.arch.persistence.db.SupportSQLiteQueryBuilder,androidx.sqlite.db.SupportSQLiteQueryBuilder,,,,
SupportSQLiteStatement,android.arch.persistence.db.SupportSQLiteStatement,androidx.sqlite.db.SupportSQLiteStatement,,,,
ColumnInfo,android.arch.persistence.room.ColumnInfo,androidx.room.ColumnInfo,,,,
Dao,android.arch.persistence.room.Dao,androidx.room.Dao,,,,
Database,android.arch.persistence.room.Database,androidx.room.Database,,,,
DatabaseConfiguration,android.arch.persistence.room.DatabaseConfiguration,androidx.room.DatabaseConfiguration,,,,
Delete,android.arch.persistence.room.Delete,androidx.room.Delete,,,,
Embedded,android.arch.persistence.room.Embedded,androidx.room.Embedded,,,,
EmptyResultSetException,android.arch.persistence.room.EmptyResultSetException,androidx.room.EmptyResultSetException,,,,
Entity,android.arch.persistence.room.Entity,androidx.room.Entity,,,,
EntityDeletionOrUpdateAdapter,android.arch.persistence.room.EntityDeletionOrUpdateAdapter,androidx.room.EntityDeletionOrUpdateAdapter,,,,
EntityInsertionAdapter,android.arch.persistence.room.EntityInsertionAdapter,androidx.room.EntityInsertionAdapter,,,,
AndroidTypeNames,android.arch.persistence.room.ext.AndroidTypeNames,androidx.room.ext.AndroidTypeNames,,,,
ArchTypeNames,android.arch.persistence.room.ext.ArchTypeNames,androidx.room.ext.ArchTypeNames,,,,
CommonTypeNames,android.arch.persistence.room.ext.CommonTypeNames,androidx.room.ext.CommonTypeNames,,,,
Element_extKt,android.arch.persistence.room.ext.Element_extKt,androidx.room.ext.Element_extKt,,,,
GuavaBaseTypeNames,android.arch.persistence.room.ext.GuavaBaseTypeNames,androidx.room.ext.GuavaBaseTypeNames,,,,
GuavaUtilConcurrentTypeNames,android.arch.persistence.room.ext.GuavaUtilConcurrentTypeNames,androidx.room.ext.GuavaUtilConcurrentTypeNames,,,,
Javapoet_extKt,android.arch.persistence.room.ext.Javapoet_extKt,androidx.room.ext.Javapoet_extKt,,,,
KotlinMetadataProcessor,android.arch.persistence.room.ext.KotlinMetadataProcessor,androidx.room.ext.KotlinMetadataProcessor,,,,
LifecyclesTypeNames,android.arch.persistence.room.ext.LifecyclesTypeNames,androidx.room.ext.LifecyclesTypeNames,,,,
PagingTypeNames,android.arch.persistence.room.ext.PagingTypeNames,androidx.room.ext.PagingTypeNames,,,,
ReactiveStreamsTypeNames,android.arch.persistence.room.ext.ReactiveStreamsTypeNames,androidx.room.ext.ReactiveStreamsTypeNames,,,,
RoomGuavaTypeNames,android.arch.persistence.room.ext.RoomGuavaTypeNames,androidx.room.ext.RoomGuavaTypeNames,,,,
RoomRxJava2TypeNames,android.arch.persistence.room.ext.RoomRxJava2TypeNames,androidx.room.ext.RoomRxJava2TypeNames,,,,
RoomTypeNames,android.arch.persistence.room.ext.RoomTypeNames,androidx.room.ext.RoomTypeNames,,,,
RxJava2TypeNames,android.arch.persistence.room.ext.RxJava2TypeNames,androidx.room.ext.RxJava2TypeNames,,,,
SupportDbTypeNames,android.arch.persistence.room.ext.SupportDbTypeNames,androidx.room.ext.SupportDbTypeNames,,,,
ForeignKey,android.arch.persistence.room.ForeignKey,androidx.room.ForeignKey,,,,
GuavaRoom,android.arch.persistence.room.guava.GuavaRoom,androidx.room.guava.GuavaRoom,,,,
Ignore,android.arch.persistence.room.Ignore,androidx.room.Ignore,,,,
Index,android.arch.persistence.room.Index,androidx.room.Index,,,,
Insert,android.arch.persistence.room.Insert,androidx.room.Insert,,,,
InvalidationTracker,android.arch.persistence.room.InvalidationTracker,androidx.room.InvalidationTracker,,,,
RLog,android.arch.persistence.room.log.RLog,androidx.room.log.RLog,,,,
BundleUtil,android.arch.persistence.room.migration.bundle.BundleUtil,androidx.room.migration.bundle.BundleUtil,,,,
DatabaseBundle,android.arch.persistence.room.migration.bundle.DatabaseBundle,androidx.room.migration.bundle.DatabaseBundle,,,,
EntityBundle,android.arch.persistence.room.migration.bundle.EntityBundle,androidx.room.migration.bundle.EntityBundle,,,,
FieldBundle,android.arch.persistence.room.migration.bundle.FieldBundle,androidx.room.migration.bundle.FieldBundle,,,,
ForeignKeyBundle,android.arch.persistence.room.migration.bundle.ForeignKeyBundle,androidx.room.migration.bundle.ForeignKeyBundle,,,,
IndexBundle,android.arch.persistence.room.migration.bundle.IndexBundle,androidx.room.migration.bundle.IndexBundle,,,,
PrimaryKeyBundle,android.arch.persistence.room.migration.bundle.PrimaryKeyBundle,androidx.room.migration.bundle.PrimaryKeyBundle,,,,
SchemaBundle,android.arch.persistence.room.migration.bundle.SchemaBundle,androidx.room.migration.bundle.SchemaBundle,,,,
SchemaEquality,android.arch.persistence.room.migration.bundle.SchemaEquality,androidx.room.migration.bundle.SchemaEquality,,,,
SchemaEqualityUtil,android.arch.persistence.room.migration.bundle.SchemaEqualityUtil,androidx.room.migration.bundle.SchemaEqualityUtil,,,,
Migration,android.arch.persistence.room.migration.Migration,androidx.room.migration.Migration,,,,
OnConflictStrategy,android.arch.persistence.room.OnConflictStrategy,androidx.room.OnConflictStrategy,,,,
LimitOffsetDataSource,android.arch.persistence.room.paging.LimitOffsetDataSource,androidx.room.paging.LimitOffsetDataSource,,,,
Collate,android.arch.persistence.room.parser.Collate,androidx.room.parser.Collate,,,,
ParsedQuery,android.arch.persistence.room.parser.ParsedQuery,androidx.room.parser.ParsedQuery,,,,
ParserErrors,android.arch.persistence.room.parser.ParserErrors,androidx.room.parser.ParserErrors,,,,
QueryType,android.arch.persistence.room.parser.QueryType,androidx.room.parser.QueryType,,,,
QueryVisitor,android.arch.persistence.room.parser.QueryVisitor,androidx.room.parser.QueryVisitor,,,,
Section,android.arch.persistence.room.parser.Section,androidx.room.parser.Section,,,,
SectionType,android.arch.persistence.room.parser.SectionType,androidx.room.parser.SectionType,,,,
SQLiteBaseListener,android.arch.persistence.room.parser.SQLiteBaseListener,androidx.room.parser.SQLiteBaseListener,,,,
SQLiteBaseVisitor,android.arch.persistence.room.parser.SQLiteBaseVisitor,androidx.room.parser.SQLiteBaseVisitor,,,,
SQLiteLexer,android.arch.persistence.room.parser.SQLiteLexer,androidx.room.parser.SQLiteLexer,,,,
SQLiteListener,android.arch.persistence.room.parser.SQLiteListener,androidx.room.parser.SQLiteListener,,,,
SQLiteParser,android.arch.persistence.room.parser.SQLiteParser,androidx.room.parser.SQLiteParser,,,,
SQLiteVisitor,android.arch.persistence.room.parser.SQLiteVisitor,androidx.room.parser.SQLiteVisitor,,,,
SqlParser,android.arch.persistence.room.parser.SqlParser,androidx.room.parser.SqlParser,,,,
SQLTypeAffinity,android.arch.persistence.room.parser.SQLTypeAffinity,androidx.room.parser.SQLTypeAffinity,,,,
Table,android.arch.persistence.room.parser.Table,androidx.room.parser.Table,,,,
Checks,android.arch.persistence.room.preconditions.Checks,androidx.room.preconditions.Checks,,,,
PrimaryKey,android.arch.persistence.room.PrimaryKey,androidx.room.PrimaryKey,,,,
Cache,android.arch.persistence.room.processor.cache.Cache,androidx.room.processor.cache.Cache,,,,
Context,android.arch.persistence.room.processor.Context,androidx.room.processor.Context,,,,
CustomConverterProcessor,android.arch.persistence.room.processor.CustomConverterProcessor,androidx.room.processor.CustomConverterProcessor,,,,
DaoProcessor,android.arch.persistence.room.processor.DaoProcessor,androidx.room.processor.DaoProcessor,,,,
DatabaseProcessor,android.arch.persistence.room.processor.DatabaseProcessor,androidx.room.processor.DatabaseProcessor,,,,
DeletionMethodProcessor,android.arch.persistence.room.processor.DeletionMethodProcessor,androidx.room.processor.DeletionMethodProcessor,,,,
EntityProcessor,android.arch.persistence.room.processor.EntityProcessor,androidx.room.processor.EntityProcessor,,,,
FieldProcessor,android.arch.persistence.room.processor.FieldProcessor,androidx.room.processor.FieldProcessor,,,,
InsertionMethodProcessor,android.arch.persistence.room.processor.InsertionMethodProcessor,androidx.room.processor.InsertionMethodProcessor,,,,
OnConflictProcessor,android.arch.persistence.room.processor.OnConflictProcessor,androidx.room.processor.OnConflictProcessor,,,,
PojoMethodProcessor,android.arch.persistence.room.processor.PojoMethodProcessor,androidx.room.processor.PojoMethodProcessor,,,,
PojoProcessor,android.arch.persistence.room.processor.PojoProcessor,androidx.room.processor.PojoProcessor,,,,
ProcessorErrors,android.arch.persistence.room.processor.ProcessorErrors,androidx.room.processor.ProcessorErrors,,,,
QueryMethodProcessor,android.arch.persistence.room.processor.QueryMethodProcessor,androidx.room.processor.QueryMethodProcessor,,,,
QueryParameterProcessor,android.arch.persistence.room.processor.QueryParameterProcessor,androidx.room.processor.QueryParameterProcessor,,,,
RawQueryMethodProcessor,android.arch.persistence.room.processor.RawQueryMethodProcessor,androidx.room.processor.RawQueryMethodProcessor,,,,
ShortcutMethodProcessor,android.arch.persistence.room.processor.ShortcutMethodProcessor,androidx.room.processor.ShortcutMethodProcessor,,,,
ShortcutParameterProcessor,android.arch.persistence.room.processor.ShortcutParameterProcessor,androidx.room.processor.ShortcutParameterProcessor,,,,
SuppressWarningProcessor,android.arch.persistence.room.processor.SuppressWarningProcessor,androidx.room.processor.SuppressWarningProcessor,,,,
TransactionMethodProcessor,android.arch.persistence.room.processor.TransactionMethodProcessor,androidx.room.processor.TransactionMethodProcessor,,,,
UpdateMethodProcessor,android.arch.persistence.room.processor.UpdateMethodProcessor,androidx.room.processor.UpdateMethodProcessor,,,,
Query,android.arch.persistence.room.Query,androidx.room.Query,,,,
RawQuery,android.arch.persistence.room.RawQuery,androidx.room.RawQuery,,,,
Relation,android.arch.persistence.room.Relation,androidx.room.Relation,,,,
Room,android.arch.persistence.room.Room,androidx.room.Room,,,,
RoomDatabase,android.arch.persistence.room.RoomDatabase,androidx.room.RoomDatabase,,,,
RoomMasterTable,android.arch.persistence.room.RoomMasterTable,androidx.room.RoomMasterTable,,,,
RoomOpenHelper,android.arch.persistence.room.RoomOpenHelper,androidx.room.RoomOpenHelper,,,,
RoomProcessor,android.arch.persistence.room.RoomProcessor,androidx.room.RoomProcessor,,,,
RoomSQLiteQuery,android.arch.persistence.room.RoomSQLiteQuery,androidx.room.RoomSQLiteQuery,,,,
RoomWarnings,android.arch.persistence.room.RoomWarnings,androidx.room.RoomWarnings,,,,
RxRoom,android.arch.persistence.room.RxRoom,androidx.room.RxRoom,,,,
SharedSQLiteStatement,android.arch.persistence.room.SharedSQLiteStatement,androidx.room.SharedSQLiteStatement,,,,
SkipQueryVerification,android.arch.persistence.room.SkipQueryVerification,androidx.room.SkipQueryVerification,,,,
CursorQueryResultBinderProvider,android.arch.persistence.room.solver.binderprovider.CursorQueryResultBinderProvider,androidx.room.solver.binderprovider.CursorQueryResultBinderProvider,,,,
DataSourceFactoryQueryResultBinderProvider,android.arch.persistence.room.solver.binderprovider.DataSourceFactoryQueryResultBinderProvider,androidx.room.solver.binderprovider.DataSourceFactoryQueryResultBinderProvider,,,,
DataSourceQueryResultBinderProvider,android.arch.persistence.room.solver.binderprovider.DataSourceQueryResultBinderProvider,androidx.room.solver.binderprovider.DataSourceQueryResultBinderProvider,,,,
FlowableQueryResultBinderProvider,android.arch.persistence.room.solver.binderprovider.FlowableQueryResultBinderProvider,androidx.room.solver.binderprovider.FlowableQueryResultBinderProvider,,,,
GuavaListenableFutureQueryResultBinderProvider,android.arch.persistence.room.solver.binderprovider.GuavaListenableFutureQueryResultBinderProvider,androidx.room.solver.binderprovider.GuavaListenableFutureQueryResultBinderProvider,,,,
InstantQueryResultBinderProvider,android.arch.persistence.room.solver.binderprovider.InstantQueryResultBinderProvider,androidx.room.solver.binderprovider.InstantQueryResultBinderProvider,,,,
LiveDataQueryResultBinderProvider,android.arch.persistence.room.solver.binderprovider.LiveDataQueryResultBinderProvider,androidx.room.solver.binderprovider.LiveDataQueryResultBinderProvider,,,,
RxCallableQueryResultBinderProvider,android.arch.persistence.room.solver.binderprovider.RxCallableQueryResultBinderProvider,androidx.room.solver.binderprovider.RxCallableQueryResultBinderProvider,,,,
RxMaybeQueryResultBinderProvider,android.arch.persistence.room.solver.binderprovider.RxMaybeQueryResultBinderProvider,androidx.room.solver.binderprovider.RxMaybeQueryResultBinderProvider,,,,
RxSingleQueryResultBinderProvider,android.arch.persistence.room.solver.binderprovider.RxSingleQueryResultBinderProvider,androidx.room.solver.binderprovider.RxSingleQueryResultBinderProvider,,,,
CodeGenScope,android.arch.persistence.room.solver.CodeGenScope,androidx.room.solver.CodeGenScope,,,,
ObservableQueryResultBinderProvider,android.arch.persistence.room.solver.ObservableQueryResultBinderProvider,androidx.room.solver.ObservableQueryResultBinderProvider,,,,
ArrayQueryParameterAdapter,android.arch.persistence.room.solver.query.parameter.ArrayQueryParameterAdapter,androidx.room.solver.query.parameter.ArrayQueryParameterAdapter,,,,
BasicQueryParameterAdapter,android.arch.persistence.room.solver.query.parameter.BasicQueryParameterAdapter,androidx.room.solver.query.parameter.BasicQueryParameterAdapter,,,,
CollectionQueryParameterAdapter,android.arch.persistence.room.solver.query.parameter.CollectionQueryParameterAdapter,androidx.room.solver.query.parameter.CollectionQueryParameterAdapter,,,,
QueryParameterAdapter,android.arch.persistence.room.solver.query.parameter.QueryParameterAdapter,androidx.room.solver.query.parameter.QueryParameterAdapter,,,,
ArrayQueryResultAdapter,android.arch.persistence.room.solver.query.result.ArrayQueryResultAdapter,androidx.room.solver.query.result.ArrayQueryResultAdapter,,,,
BaseObservableQueryResultBinder,android.arch.persistence.room.solver.query.result.BaseObservableQueryResultBinder,androidx.room.solver.query.result.BaseObservableQueryResultBinder,,,,
